,dhs_id,site_id,site_name,latitude,longitude,rural_urban,country,country_id,continent_id,month_start,year_start,month_end,year_end,lower_age,upper_age,examined,positive,pr,species,method,rdt_type,pcr_type,malaria_metrics_available,location_available,permissions_info,citation1,citation2,citation3
2813,,12456,Maddubansi (H9),-16.2307,26.8946,UNKNOWN,Zambia,ZMB,Africa,8,2004,8,2004,0,99,102,1,0.0098,P. falciparum,Microscopy,,,true,true,,"Mharakurwa, S., . (2007) personal communication.",,
2815,,3608,Benga,-16.1765,33.6377,RURAL,Mozambique,MOZ,Africa,3,2003,3,2003,0,10,40,14,0.35,P. falciparum,Microscopy,,,true,true,,"Mabunda, S., Casimiro, S., Quinto, L. and Alonso, P. (2008).  <b>A country-wide malaria survey in Mozambique. I. <i>Plasmodium falciparum</i> infection in children in different epidemiological settings.</b> <i>Malaria Journal</i>, <b>7</b>():216","Mabunda, S., . (2009) personal communication.",
2821,,11083,Koila Markala,13.816,-5.351,UNKNOWN,Mali,MLI,Africa,10,2006,11,2006,0,49,89,67,0.7528,P. falciparum,Microscopy,,,true,true,," (2007). <i>The Millenium Villages Project: Annual Report for Tiby, Mali.</i> . New York. United Nations Development Program. 1-28",,
2825,,2402,Buro iiR,2.7628,43.2208,RURAL,Somalia,SOM,Africa,3,2007,3,2007,0,99,49,28,0.5714,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Noor, AM, Clements, AC, Gething, PW, Moloney, G, Borle, M, Shewchuk, T, Hay, SI and Snow, RW (2008).  <b>Spatial prediction of <i>Plasmodium falciparum</i> prevalence in Somalia.</b> <i>Malaria Journal</i>, <b>7</b>(0):159"," and , . (2007) personal communication.",
2826,,4367,Maxaas,3.6581,45.6025,RURAL,Somalia,SOM,Africa,3,2007,3,2007,6,59,33,6,0.1818,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2830,,10800,Kobolwa Primary School,1.0481,33.7987,UNKNOWN,Uganda,UGA,Africa,9,2009,9,2009,7,16,95,65,0.6842,P. falciparum,Microscopy,,,true,true,,"Talisuna, A., . (2009) personal communication.",,
2834,,13242,Kikongo,-4.483,17.516,RURAL,Democratic Republic of the Congo,COD,Africa,6,1990,6,1990,4,11,97,35,0.3608,P. falciparum,Microscopy,,,true,true,,"Boivin, M.J., Giordani, B., Ndanga, K., Maky, M.M., Manzeki, K.M., Ngunu, N. and Muamba, K. (1993).  <b>Effects of treatment for intestinal parasites and malaria on the cognitive abilities of schoolchildren in Zaire, Africa.</b> <i>Health Psychology</i>, <b>12</b>(3):220-6",,
2836,,6108,Libaaxlow,3.5674,42.221,UNKNOWN,Somalia,SOM,Africa,5,2008,5,2008,0,99,51,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2837,,20994,Caag Damalle,3.3789,45.6315,UNKNOWN,Somalia,SOM,Africa,4,2009,4,2009,0.2,60,100,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2838,,16661,Lupata & Nakoonje,-16.363,26.762,RURAL,Zambia,ZMB,Africa,5,2003,5,2003,1,10,66,40,0.6061,P. falciparum,Microscopy,,,true,true,,"Thuma, P., . (2003) personal communication.",,
2842,,17731,Juubo,2.0363,45.3494,URBAN,Somalia,SOM,Africa,1,2005,2,2005,0,99,31,1,0.0323,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
2843,,4986,Msikitini,-10.031,39.6151,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,23,22,0.9565,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
2845,,22521,Cluster 320511,-3.2405,30.2426,UNKNOWN,Burundi,BDI,Africa,5,2003,5,2003,1,99,13,8,0.6154,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
2847,,18332,Dande Mete,10.5502,-12.4958,RURAL,Guinea,GIN,Africa,10,1998,12,1998,0,99,5,1,0.2,P. falciparum,Microscopy,,,true,true,,"Baldé, M.C., Camara, M., Barry, A.O., Sow, S., Sidibé, C.T., Lamah, O., Lodi, O.E., Camara, S.K., Condé, N. and Bah, H. (2001).  <b>Malaria prevalence survey in 24 Guinean villages in the Kindia area.</b> <i>Bulletin de la Société de Pathologie Exotique</i>, <b>94</b>(2 Pt 2):192-4",,
2849,,19363,Masagawey,3.7037,47.0159,RURAL,Somalia,SOM,Africa,1,2005,2,2005,0,99,14,0,0,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
2850,,2248,Ukonga,-6.8792,39.1707,URBAN,Tanzania,TZA,Africa,6,2006,6,2006,0,4,50,1,0.02,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2006) personal communication.",,
2851,,9071,Miembe Mitsano,-3.5204,39.8543,UNKNOWN,Kenya,KEN,Africa,4,1990,10,1991,1,5,7,3,0.4286,P. falciparum,Microscopy,,,true,true,,"Snow, R.W., . (1991) personal communication.",,
2858,,9059,Mji Mkuu,-6.8274,37.6655,URBAN,Tanzania,TZA,Africa,6,2006,6,2006,0,4,50,0,0,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2006) personal communication.",,
2859,,6326,Cluster 820702,-3.1768,30.233,UNKNOWN,Burundi,BDI,Africa,11,2005,11,2005,1,99,14,0,0,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
2862,,19291,Lupa,-8.311,33.2696,RURAL,Tanzania,TZA,Africa,6,2008,6,2008,0,4,35,1,0.0286,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2008) personal communication.",,
2865,,18930,Idor,1.9246,32.5855,UNKNOWN,Uganda,UGA,Africa,5,1992,5,1992,0,14,38,13,0.3421,P. falciparum,Microscopy,,,true,true,," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87",,
2867,,12705,Majala,-10.8797,37.7001,RURAL,Tanzania,TZA,Africa,6,2006,6,2006,0,4,50,41,0.82,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2006) personal communication.",,
2868,,20141,Siamulala Primary School,-0.1658,33.9153,UNKNOWN,Uganda,UGA,Africa,1,2010,3,2010,5,14,53,19,0.3585,P. falciparum,Microscopy,,,true,true,,"Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0",,
2869,,17686,Doon Kudle,4.8869,45.0288,UNKNOWN,Somalia,SOM,Africa,3,2007,3,2007,7,59,32,1,0.0312,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2873,,11349,Aligeelle/Alisabooye,2.7308,44.096,UNKNOWN,Somalia,SOM,Africa,4,2007,5,2007,0,99,50,6,0.12,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Noor, AM, Clements, AC, Gething, PW, Moloney, G, Borle, M, Shewchuk, T, Hay, SI and Snow, RW (2008).  <b>Spatial prediction of <i>Plasmodium falciparum</i> prevalence in Somalia.</b> <i>Malaria Journal</i>, <b>7</b>(0):159"," and , . (2007) personal communication.",
2874,,15475,Mkunguni,-10.1295,39.8098,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,25,15,0.6,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
2877,,8378,Pallen Wollof,13.5592,-15.4394,UNKNOWN,Gambia,GMB,Africa,10,1996,11,1996,0.5,4,30,16,0.5333,P. falciparum,Microscopy,,,true,true,,"Clarke, S.E., Bøgh, C., Brown, R.C., Pinder, M., Walraven, G.E. and Lindsay, S.W. (2001).  <b>Do untreated bednets protect against malaria?.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>95</b>(5):457-62","Clarke, SE, . (2008) personal communication.",
2878,,17623,Faculty Of Agriculture Idp,2.7585,44.9326,UNKNOWN,Somalia,SOM,Africa,7,2009,7,2009,6,73,50,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2883,,7295,Mng'aro,-4.5468,38.4029,UNKNOWN,Tanzania,TZA,Africa,6,2008,6,2008,0,4,64,1,0.0156,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2008) personal communication.",,
2886,,4283,Rangwena,-0.6689,34.5008,UNKNOWN,Kenya,KEN,Africa,3,1996,3,1996,6,10,80,20,0.25,P. falciparum,Microscopy,,,true,true,,"Oongo, E.O. (1996). <i>Not found in the legacy system.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. ",,
2887,,17750,Kalulu,1.0515,33.5202,UNKNOWN,Uganda,UGA,Africa,9,1994,9,1994,2,12,9,5,0.5556,P. falciparum,Microscopy,,,true,true,,"Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ",,
2889,,8973,Dheryooley,2.1198,44.6436,RURAL,Somalia,SOM,Africa,5,2008,6,2008,0,99,100,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2890,,18052,Bulo Nurgaab,2.6525,43.1477,UNKNOWN,Somalia,SOM,Africa,3,2007,3,2007,1,99,50,18,0.36,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Noor, AM, Clements, AC, Gething, PW, Moloney, G, Borle, M, Shewchuk, T, Hay, SI and Snow, RW (2008).  <b>Spatial prediction of <i>Plasmodium falciparum</i> prevalence in Somalia.</b> <i>Malaria Journal</i>, <b>7</b>(0):159"," and , . (2007) personal communication.",
2891,,10000,Sheekh Banaaney,1.6942,44.3785,RURAL,Somalia,SOM,Africa,5,2008,6,2008,0,99,100,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2895,,16331,Km 115,4.743,45.2503,UNKNOWN,Somalia,SOM,Africa,3,2007,3,2007,7,59,31,14,0.4516,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2896,,11339,Cotonou - Unspecified Schools,6.358,2.439,URBAN,Benin,BEN,Africa,1,1987,2,1987,3,8,353,80,0.2266,P. falciparum,Microscopy,,,true,true,, (1987). <i>Surveillance de la chimiosensibilite de <i>Plasmodium falciparum</i> aux antimalariques en Afrique de l'Ouest.</i> . . , (2010). <b>http://mara-database.org/mara/.</b> . MARA/ARMA.,"Le Sueur, D., Binka, F., Lengeler, C., De Savigny, D., Snow, B., Teuscher, T. and Toure, Y. (1997).  <b>An atlas of malaria in Africa.</b> <i>Africa health</i>, <b>19</b>(2):23-4"
2897,,22384,Oswere Primary School,-0.1346,34.4399,RURAL,Kenya,KEN,Africa,11,2009,11,2009,5,17,110,77,0.7,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
2898,,2640,Tetepan,-27.3074,32.3271,UNKNOWN,South Africa,ZAF,Africa,9,1995,9,1995,0,99,775,38,0.049,P. falciparum,Microscopy,,,true,true,, (1995). <i>Malaria Control: Monthly Report: Period 01-05-95 to 31-05-95.</i> 78a.32.5. Jozini. Department of Health. 1-7,,
2899,,16443,Mafene,-6.7867,36.6374,RURAL,Tanzania,TZA,Africa,6,2006,6,2006,0,4,50,18,0.36,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2006) personal communication.",,
2902,,15700,Challal,13.5709,-15.5597,UNKNOWN,Gambia,GMB,Africa,11,2006,11,2006,0,10,30,22,0.7333,P. falciparum,Microscopy,,,true,true,,"Lindsay, S.W., . (2009) personal communication.",,
2904,,9570,Bulo Mingis,11.2802,49.1979,UNKNOWN,Somalia,SOM,Africa,10,2008,10,2008,8,59,80,29,0.3625,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2906,,2977,Baalgure,2.1437,45.1101,RURAL,Somalia,SOM,Africa,5,2008,6,2008,0,99,102,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2908,,13706,Kakuma,3.717,34.865,RURAL,Kenya,KEN,Africa,3,2001,3,2001,0.5,5,194,13,0.067,P. falciparum,Microscopy,,,true,true,,"Seal, A.J., Creeke, P.I., Mirghani, Z., Abdalla, F., McBurney, R.P., Pratt, L.S., Brookes, D., Ruth, L.J. and Marchand, E. (2005).  <b>Iron and vitamin A deficiency in long-term African refugees.</b> <i>The Journal of Nutrition</i>, <b>135</b>(4):808-13",,
2913,,5285,Majengo,-4.5804,34.3497,RURAL,Tanzania,TZA,Africa,6,2008,6,2008,0,4,16,1,0.0625,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2008) personal communication.",,
2915,,3552,Kibarani,-3.5864,39.8335,UNKNOWN,Kenya,KEN,Africa,7,1989,8,1991,0,5,9,2,0.2222,P. falciparum,Microscopy,,,true,true,,"Snow, R.W., . (1991) personal communication.",,
2918,,3804,Hiddo,2.402,44.768,UNKNOWN,Somalia,SOM,Africa,11,2008,11,2008,0,99,51,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2920,,13640,Rabour,-0.15,34.8,UNKNOWN,Kenya,KEN,Africa,4,1988,4,1988,4,12,365,315,0.863,P. falciparum,Microscopy,,,true,true,,"Mbogo, C.M. (1990). <i>Not found in the legacy system.</i> In: Not found in the legacy system. . .",,
2923,,2455,Misra,0.497,42.776,URBAN,Somalia,SOM,Africa,1,2005,2,2005,0,99,50,3,0.06,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
2925,,21025,Sobuleni,-10.5466,38.0205,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,34,26,0.7647,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
2935,,3014,Leberer Primary School,-0.2426,35.4292,UNKNOWN,Kenya,KEN,Africa,11,2009,11,2009,5,17,110,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
2937,,5574,Zinder (Chare Zamna),13.8108,8.9723,URBAN,Niger,NER,Africa,10,1994,10,1994,0,99,96,26,0.2708,P. falciparum,Microscopy,,,true,true,,"Julvez, J., Mouchet, J., Michault, A., Fouta, A. and Hamidine, M. (1997).  <b>The progress of malaria in sahelian eastern Niger. An ecological disaster zone.</b> <i>Bulletin de la Société de Pathologie Exotique</i>, <b>90</b>(2):101-4",,
2938,,13094,Ekpe,6.4,2.533,RURAL,Benin,BEN,Africa,7,1989,7,1989,4,14,448,135,0.3013,P. falciparum,Microscopy,,,true,true,,"Raccurt, C.P., Arouko, H., Djossou, F., Macaigne, F., Massougbodji, A., Zohoun, T., Sadeler, B.C. and Ripert, C. (1990).  <b>In vivo amodiaquine sensitivity of <i>Plasmodium falciparum</i> in the town of Cotonou and in the vicinity (Bénin).</b> <i>Médecine Tropicale: Revue du Corps de Santé Colonial</i>, <b>50</b>(1):21-6",,
2939,,6598,Calolacad,4.65,45.217,RURAL,Somalia,SOM,Africa,1,2005,2,2005,0,99,29,0,0,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
2940,,8151,Buulo Cali,3.2638,45.5548,UNKNOWN,Somalia,SOM,Africa,4,2009,4,2009,0.2,65,51,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2944,,6914,Yaounde,3.875,11.502,URBAN,Cameroon,CMR,Africa,9,1986,9,1986,0,15,336,31,0.0923,P. falciparum,Microscopy,,,true,true,,"Josse, R., Merlin, M., Combe, A., Josseran, R., Le Hesran, J.Y., Avennec, F., Ngnintedem, B., Nkongtso, A.M., Kamwa, M. and Eboumbou, J.T. (1988).  <b>Comparative study of the malaria indices in Nanga-Eboko, Yaounde and Edea (Cameroon).</b> <i>Médecine Tropicale: Revue du Corps de Santé Colonial</i>, <b>48</b>(3):201-8",,
2945,,6458,Homoine (Cluster 245),-23.8834,35.15,URBAN,Mozambique,MOZ,Africa,6,2007,7,2007,0,2,4,1,0.25,P. falciparum,Microscopy,,,true,true,,"Kilian, A., . (2008) personal communication.","Mabunda, S, Mathe, G, Streat, E, Nery, S and Kilian, A (2008). <i>National Malaria Indicator Survey, Mozambique (MIS-2007).</i> 1. Maputo. Ministry of Health. 1-1",
2947,,6258,Kenya Navy Primary School,-4.0645,39.6386,URBAN,Kenya,KEN,Africa,9,2009,9,2009,5,17,110,2,0.0182,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
2955,,664,Ceel Guduud,3.1794,42.1409,UNKNOWN,Somalia,SOM,Africa,12,2009,12,2009,1,70,50,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
2956,,22501,Soyosoyo,-3.4984,39.907,UNKNOWN,Kenya,KEN,Africa,3,1995,3,1995,0,4,123,44,0.3577,P. falciparum,Microscopy,,,true,true,,"Marsh, K., . (1995) personal communication.",,
2957,,6503,Shisasari  Primary School,0.2616,34.7147,RURAL,Kenya,KEN,Africa,9,2009,9,2009,5,17,110,30,0.2727,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
2959,,3738,Af-Barwaaqo,6.4963,48.7827,RURAL,Somalia,SOM,Africa,10,2007,11,2007,0,99,52,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Noor, AM, Clements, AC, Gething, PW, Moloney, G, Borle, M, Shewchuk, T, Hay, SI and Snow, RW (2008).  <b>Spatial prediction of <i>Plasmodium falciparum</i> prevalence in Somalia.</b> <i>Malaria Journal</i>, <b>7</b>(0):159"," and , . (2007) personal communication.",
2963,,10044,Semikaro Primary School,-2.5068,40.2847,UNKNOWN,Kenya,KEN,Africa,3,2009,3,2009,5,17,109,1,0.0092,P. falciparum,RDT,Unknown,,true,true,,"Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
